id,title,description,startTime,endTime,location,track,level,tags,sourceUrl,lastUpdated,createdAt
cmffpi0tk009i3z7gzm093lfw,Exponential Advantage in the Age of Uncertainty,Bharat RajaramHead of Innovation and Ventures - Aflac | Session Sponsor | Cognizant,2025-10-15T18:20:00.000Z,2025-10-15T19:00:00.000Z,Mandalay Bay Ballroom LCognizant,Summit,All,sponsored|day1,,2025-09-11T17:52:49.065Z,2025-09-11T17:52:49.065Z
cmffpi0tm009j3z7gesi9y2mm,Get Future Ready: Structuring the Modern Insurance Agency with AI2030 Playbook,Join us for Get Future Ready: Structuring the Modern Insurance Agency with AI2030 Playbook,2025-10-15T18:20:00.000Z,2025-10-15T18:40:00.000Z,Mandalay Bay Ballroom E,Agents,All,agents|day1,,2025-09-11T17:52:49.067Z,2025-09-11T17:52:49.067Z
cmffpi0tp009l3z7gc91y6vud,"How a Traditional Latin American Carrier Achieves Transformation Through Collaboration – A Carrier Playbook for Innovation, Partnership, and Growth","Martin MoserProgram Manager, InnLab - La Segunda",2025-10-15T18:25:00.000Z,2025-10-15T18:40:00.000Z,Mandalay Bay Ballroom F,LATAM,All,LATAM|day1,,2025-09-11T17:52:49.070Z,2025-09-11T17:52:49.070Z
cmffpi0tr009m3z7gw627c5h6,"Delivering RelationGPT to 1,400 Brokers: Bridging the AI Readiness Gap and Turning Skeptics into Superusers","Join us for Delivering RelationGPT to 1,400 Brokers: Bridging the AI Readiness Gap and Turning Skeptics into Superusers",2025-10-15T18:30:00.000Z,2025-10-15T18:45:00.000Z,Mandalay Bay Ballroom H -,Brokers,All,AI|brokers|day1,,2025-09-11T17:52:49.071Z,2025-09-11T17:52:49.071Z
cmffpi0tv009o3z7g3dqbptvc,Session Presented by Guidewire,Session Sponsor | Guidewire,2025-10-15T18:40:00.000Z,2025-10-15T19:00:00.000Z,Mandalay Bay Ballroom F,LATAM,All,sponsored|LATAM|day1,,2025-09-11T17:52:49.075Z,2025-09-11T17:52:49.075Z
cmffpi0tt009n3z7g3enf38ui,ITC Agents Coffee and Expo (Day 1),Join us for ITC Agents Coffee and Expo,2025-10-15T18:40:00.000Z,2025-10-15T19:25:00.000Z,Mandalay Bay Ballroom E,Agents,All,agents|day1,,2025-09-11T17:52:49.073Z,2025-09-11T17:52:49.073Z
cmffpi0ho007i3z7g8h3qsy61,WIISE Workshop: Ice Breaker,Join us for WIISE Workshop: Ice Breaker,2025-10-15T18:45:00.000Z,2025-10-15T19:15:00.000Z,Mandalay Bay Ballroom IWIISE Workshop,WIISE,All,workshop|day1,,2025-09-11T17:52:48.636Z,2025-09-11T17:52:48.636Z
cmffpi0u0009p3z7gsxhaiunu,"How The Zebra Achieves Personalization at Scale: Tech, Trust, and the Talent Behind It","Join us for How The Zebra Achieves Personalization at Scale: Tech, Trust, and the Talent Behind It",2025-10-15T18:45:00.000Z,2025-10-15T19:00:00.000Z,Mandalay Bay Ballroom H -,Brokers,All,brokers|day1,,2025-09-11T17:52:49.080Z,2025-09-11T17:52:49.080Z
cmffpi0ui009t3z7g9eqy71kf,State Farm Startup Pitch Competition,Session Sponsor,2025-10-15T19:00:00.000Z,2025-10-15T21:00:00.000Z,Oceanside Ballroom B,Summit,All,sponsored|day1,,2025-09-11T17:52:49.099Z,2025-09-11T17:52:49.099Z
cmffpi0uk009v3z7gbm98vvtk,"Underwriting Modernization – New Tech, New Rules",Session Sponsor | Celent,2025-10-15T19:00:00.000Z,2025-10-15T19:30:00.000Z,Surf Ballroom EFCelent,Summit,All,sponsored|underwriting|day1,,2025-09-11T17:52:49.101Z,2025-09-11T17:52:49.101Z
cmffpi0u6009q3z7grfrwfcbf,AI Launchpad: Data Transformation for Insurance speed and ROI,Session Sponsor | EXL,2025-10-15T19:00:00.000Z,2025-10-15T19:20:00.000Z,Reef Ballroom BCEFEXL,Summit,All,AI|sponsored|data|day1,,2025-09-11T17:52:49.086Z,2025-09-11T17:52:49.086Z
cmffpi0uc009s3z7gyw8a1o53,Standup: Utility-Based Closed Block Life Insurance for the Experience Era,Session Sponsor | Cognizant,2025-10-15T19:00:00.000Z,2025-10-15T19:10:00.000Z,Mandalay Bay Ballroom LCognizant,Summit,All,sponsored|day1,,2025-09-11T17:52:49.093Z,2025-09-11T17:52:49.093Z
cmffpi0u8009r3z7gchfaph7b,Insurance Ai-gent: the Future of Distribution,Session Sponsor,2025-10-15T19:00:00.000Z,2025-10-15T19:30:00.000Z,Mandalay Bay Ballroom BCViewpoint Ventures,Summit,All,sponsored|distribution|day1,,2025-09-11T17:52:49.089Z,2025-09-11T17:52:49.089Z
cmffpi0uj009u3z7gdey3xtkc,State Farm Startup Pitch Competition: Opening Remarks Presented by State Farm,Join us for State Farm Startup Pitch Competition: Opening Remarks Presented by State Farm,2025-10-15T19:00:00.000Z,2025-10-15T19:05:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,day1,,2025-09-11T17:52:49.100Z,2025-09-11T17:52:49.100Z
cmffpi0ul009w3z7gtp0phxfs,State Farm Startup Pitch Competition: Adjusto,Join us for State Farm Startup Pitch Competition: Adjusto,2025-10-15T19:05:00.000Z,2025-10-15T19:15:00.000Z,Oceanside Ballroom BState Farm Startup Pitch Competition,General,All,day1,,2025-09-11T17:52:49.102Z,2025-09-11T17:52:49.102Z
cmffpi0uo009x3z7g0pg2kcdb,Changing the Game: A Dive Into Insurance Progressive Use Cases,"Rajamuthiah NellaiappanHead, Insurance Partner Ecosystem and Offerings Marketplace - Cognizant | Session Sponsor | Cognizant",2025-10-15T19:10:00.000Z,2025-10-15T19:30:00.000Z,Mandalay Bay Ballroom LCognizant,Summit,All,sponsored|day1,,2025-09-11T17:52:49.104Z,2025-09-11T17:52:49.104Z
cmffpi0ur009y3z7gnvoxmsq2,AI Agents Are Here: Why They Will Completely Change the Insurance Industry,Join us for AI Agents Are Here: Why They Will Completely Change the Insurance Industry,2025-10-15T19:15:00.000Z,2025-10-15T19:30:00.000Z,Mandalay Bay Ballroom F,LATAM,All,AI|LATAM|agents|day1,,2025-09-11T17:52:49.108Z,2025-09-11T17:52:49.108Z
cmffpi0hp007j3z7gku807o36,WIISE Workshop: Magician Networking Activity,AI Recommended,2025-10-15T19:15:00.000Z,2025-10-15T20:00:00.000Z,Mandalay Bay Ballroom IWIISE Workshop,WIISE,All,AI|networking|workshop|recommended|day1,,2025-09-11T17:52:48.638Z,2025-09-11T17:52:48.638Z
cmffpi0hq007k3z7g9b87zpae,WIISE Workshop: Wrap Up,Join us for WIISE Workshop: Wrap Up,2025-10-15T20:00:00.000Z,2025-10-15T20:15:00.000Z,Mandalay Bay Ballroom IWIISE Workshop,WIISE,All,workshop|day1,,2025-09-11T17:52:48.638Z,2025-09-11T17:52:48.638Z
cmffpi0hr007l3z7gk1elo8s3,ITC Vegas Golf Tournament Happy Hour,Tiki Sports Bar at Bali HaiGolf Tournament | AI Recommended,2025-10-15T21:30:00.000Z,2025-10-15T23:00:00.000Z,TBD,Golf,All,AI|golf|recommended|day1,,2025-09-11T17:52:48.639Z,2025-09-11T17:52:48.639Z
cmffpi0yu00aq3z7gbomgk2c6,Breakfast Sponsored by Jackson (Day 2),Session Sponsor | Jackson,2025-10-16T11:00:00.000Z,2025-10-16T12:30:00.000Z,Shoreline | Level 2,Networking,All,meal|sponsored|day2,,2025-09-11T17:52:49.254Z,2025-09-11T17:52:49.254Z
cmffpi0yr00ap3z7gaw54klhj,Badge Pickup Hours (Day 2),Join us for Badge Pickup Hours,2025-10-16T11:00:00.000Z,2025-10-16T22:00:00.000Z,Mandalay Bay Foyer | Level 2,General,All,day2,,2025-09-11T17:52:49.252Z,2025-09-11T17:52:49.252Z
cmffpi0yw00ar3z7gje4xb8rx,First Timers Expo Tour,AI Recommended,2025-10-16T11:15:00.000Z,2025-10-16T12:15:00.000Z,TBD,Expo,All,AI|recommended|day2,,2025-09-11T17:52:49.256Z,2025-09-11T17:52:49.256Z
cmffpi0yz00as3z7g9llkpei3,Wednesday Keynotes On the Main Stage,Join us for Wednesday Keynotes On the Main Stage,2025-10-16T12:15:00.000Z,2025-10-16T14:00:00.000Z,Oceanside Ballroom CDMain Stage,Keynote,All,keynote|day2,,2025-09-11T17:52:49.260Z,2025-09-11T17:52:49.260Z
cmffpi0z700at3z7ggsvbwjkp,Expo Floor Open,Join us for Expo Floor Open,2025-10-16T13:00:00.000Z,2025-10-16T22:00:00.000Z,Mandalay Bay Convention Center,Expo,All,day2,,2025-09-11T17:52:49.267Z,2025-09-11T17:52:49.267Z
cmffpi0za00au3z7gtm6wdepx,"The Rise, the Reset, and the Road Ahead: A Global View on Insurtech",Innovation Alley (Expo Floor)Innovation & Solutions Stage,2025-10-16T14:00:00.000Z,2025-10-16T14:15:00.000Z,TBD,General,All,InsurTech|day2,,2025-09-11T17:52:49.270Z,2025-09-11T17:52:49.270Z
cmffpi0zi00av3z7gunbwr5o9,Demo: One Inc,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor,2025-10-16T14:20:00.000Z,2025-10-16T14:30:00.000Z,TBD,General,All,sponsored|day2,,2025-09-11T17:52:49.279Z,2025-09-11T17:52:49.279Z
cmffpi10s00b33z7gi0t22ecn,The Economics of Early Detection: Transforming Cancer Risk into Insurable Opportunity,"ITC Life, Health & Benefits Stage (Expo Floor)ITC Life, Health & Benefits | Eric FungSVP - Clinical Development - GRAIL",2025-10-16T14:30:00.000Z,2025-10-16T14:50:00.000Z,TBD,General,All,day2,,2025-09-11T17:52:49.324Z,2025-09-11T17:52:49.324Z
cmffpi10p00b23z7gm60dc04h,ITC BrainShare Workshop for Agents,Join us for ITC BrainShare Workshop for Agents,2025-10-16T14:30:00.000Z,2025-10-16T19:00:00.000Z,Mandalay Bay Ballroom EDeep Dives,General,All,workshop|agents|day2,,2025-09-11T17:52:49.321Z,2025-09-11T17:52:49.321Z
cmffpi10k00b13z7gzx6ldyps,"How to Effectively Manage 50,000 Injury Claims (Without Hiring 500 Claim Professionals) Presented by Carpe Data",Session Sponsor,2025-10-16T14:30:00.000Z,2025-10-16T15:05:00.000Z,Mandalay Bay Ballroom HData & Analytics Track,Claims,All,sponsored|claims|data|analytics|day2,,2025-09-11T17:52:49.316Z,2025-09-11T17:52:49.316Z
cmffpi10700b03z7gcntzlqsb,Harnessing Shared Data and Advanced AI: Transforming Insurance with the Insurance Data Network (IDN) Presented by Shift Technology,Session Sponsor,2025-10-16T14:30:00.000Z,2025-10-16T15:05:00.000Z,Mandalay Bay Ballroom LInnovation in Action Track,Data & Analytics,All,sponsored|data|day2,,2025-09-11T17:52:49.303Z,2025-09-11T17:52:49.303Z
cmffpi10500az3z7g32ggcl7i,From Reaction to Readiness: Evolving Claims Response with AI-Powered Property Intelligence Presented by Nearmap,Session Sponsor | Nearmap,2025-10-16T14:30:00.000Z,2025-10-16T15:05:00.000Z,Mandalay Bay Ballroom IClaims Track,Claims,All,sponsored|claims|day2,,2025-09-11T17:52:49.301Z,2025-09-11T17:52:49.301Z
cmffpi10200ay3z7g8hhtxtb6,From One-Size-Fits-All to One-in-a-Million: The New Era of Hyper-Personalized Insurance,"Matt BattersbySVP, Global Head of Research and Development - RGA",2025-10-16T14:30:00.000Z,2025-10-16T15:05:00.000Z,"Mandalay Bay Ballroom KCustomer Experience, Retention & Acquisition Track",General,All,day2,,2025-09-11T17:52:49.299Z,2025-09-11T17:52:49.299Z
cmffpi0zp00aw3z7gaxv4353v,Cracking the $100 Billion Code: The Tech That’s Finally Transforming Commercial Insurance,Sivan IramCEO & Founder - Flow,2025-10-16T14:30:00.000Z,2025-10-16T15:05:00.000Z,Mandalay Bay Ballroom JSpecialty & Commercial Insurance Track,General,All,day2,,2025-09-11T17:52:49.286Z,2025-09-11T17:52:49.286Z
cmffpi0zu00ax3z7g60jp0rpy,Distribution Town Square Takeover: What Makes an MGA Successful? Presented by Majesco,"Distribution, Sales, Marketing Town Square (Expo Floor)ITC Community Meet-UpsShow more | Session Sponsor | Majesco",2025-10-16T14:30:00.000Z,2025-10-16T15:30:00.000Z,TBD,General,All,sponsored|distribution|day2,,2025-09-11T17:52:49.290Z,2025-09-11T17:52:49.290Z
cmffpi10u00b43z7gmpijs9n1,Who Owns the Customer? The Battle for Insurance Distribution in a Digital-First World,"Distribution, Sales & Marketing Stage (Expo Floor)Distribution TrackShow more",2025-10-16T14:30:00.000Z,2025-10-16T15:05:00.000Z,TBD,General,All,distribution|day2,,2025-09-11T17:52:49.326Z,2025-09-11T17:52:49.326Z
cmffpi10y00b53z7g3lxoz8i9,Demo: IntellectAI,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor | IntellectAI,2025-10-16T14:35:00.000Z,2025-10-16T14:45:00.000Z,TBD,General,All,AI|sponsored|day2,,2025-09-11T17:52:49.330Z,2025-09-11T17:52:49.330Z
cmffpi11000b63z7gnd2wfjte,Demo: Zywave,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor | Zywave | AI Recommended,2025-10-16T14:50:00.000Z,2025-10-16T15:00:00.000Z,TBD,AI Track,All,AI|sponsored|recommended|day2,,2025-09-11T17:52:49.332Z,2025-09-11T17:52:49.332Z
cmffpi11100b73z7gcx59xvqz,"The Great Convergence: Why the Future of Insurance Is Unified, Not Fragmented Presented by PwC","ITC Life, Health & Benefits Stage (Expo Floor)ITC Life, Health & BenefitsShow more | Session Sponsor | PwC",2025-10-16T14:55:00.000Z,2025-10-16T15:30:00.000Z,TBD,General,All,sponsored|day2,,2025-09-11T17:52:49.333Z,2025-09-11T17:52:49.333Z
cmffpi11500b83z7gde3ajens,Clearspeed Gives Back (Day 2),Join us for Clearspeed Gives Back,2025-10-16T15:00:00.000Z,2025-10-16T19:00:00.000Z,TBD,General,All,day2,,2025-09-11T17:52:49.337Z,2025-09-11T17:52:49.337Z
cmffpi11c00b93z7gvn6rr8i5,Demo: Workday for Insurance,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor | Workday,2025-10-16T15:05:00.000Z,2025-10-16T15:15:00.000Z,TBD,General,All,sponsored|day2,,2025-09-11T17:52:49.345Z,2025-09-11T17:52:49.345Z
cmffpi11h00ba3z7ggkbifstt,Breaking the POC Trap: Lessons From Building and Scaling AI Claims Solutions Presented by Genpact,Session Sponsor | Genpact (UK) Limited,2025-10-16T15:10:00.000Z,2025-10-16T15:30:00.000Z,Mandalay Bay Ballroom IClaims Track,Claims,All,AI|sponsored|claims|day2,,2025-09-11T17:52:49.349Z,2025-09-11T17:52:49.349Z
cmffpi11l00bb3z7gfhjfevvf,How to Waste Your Entire AI Budget: Bolt It on Instead of Building It In Presented by Federato,Session Sponsor | Federatō,2025-10-16T15:10:00.000Z,2025-10-16T16:00:00.000Z,Mandalay Bay Ballroom JSpecialty & Commercial Insurance Track,General,All,AI|sponsored|day2,,2025-09-11T17:52:49.353Z,2025-09-11T17:52:49.353Z
cmffpi11r00bd3z7gvktg1n7d,"Redefining Insurance Decision-Making: Machine-led Automated Model Monitoring and Portfolio Management, Enriched with Gen AI Presented by WTW IC&T","Join us for Redefining Insurance Decision-Making: Machine-led Automated Model Monitoring and Portfolio Management, Enriched with Gen AI Presented by WTW IC&T",2025-10-16T15:10:00.000Z,2025-10-16T15:25:00.000Z,Mandalay Bay Ballroom HData & Analytics Track,General,All,AI|data|analytics|day2,,2025-09-11T17:52:49.359Z,2025-09-11T17:52:49.359Z
cmffpi11x00bf3z7gypfeh7ge,Session Presented by Deloitte,"Distribution, Sales & Marketing Stage (Expo Floor)Distribution Track | Session Sponsor | Deloitte",2025-10-16T15:10:00.000Z,2025-10-16T16:00:00.000Z,TBD,General,All,sponsored|distribution|day2,,2025-09-11T17:52:49.365Z,2025-09-11T17:52:49.365Z
cmffpi11u00be3z7gzok133j6,Revolutionizing the Insurance Customer Experience with Agentic AI Presented by Salesforce,Session Sponsor | Salesforce,2025-10-16T15:10:00.000Z,2025-10-16T16:00:00.000Z,"Mandalay Bay Ballroom KCustomer Experience, Retention & Acquisition Track",General,All,AI|sponsored|agents|day2,,2025-09-11T17:52:49.362Z,2025-09-11T17:52:49.362Z
cmffpi11o00bc3z7gbbw827wj,"InsurTech State of the Union: Capital, Investments, and Trends, powered by the Gallagher Re InsurTech Report featuring Moody’s","Join us for InsurTech State of the Union: Capital, Investments, and Trends, powered by the Gallagher Re InsurTech Report featuring Moody’s",2025-10-16T15:10:00.000Z,2025-10-16T15:45:00.000Z,Mandalay Bay Ballroom LInnovation in Action Track,General,All,InsurTech|day2,,2025-09-11T17:52:49.357Z,2025-09-11T17:52:49.357Z
cmffpi11x00bg3z7gh2exsk41,Demo: Vexcel Aerial Imagery & AI Property Insights,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Ryan BankGlobal Managing Director - Vexcel Data Program | Session Sponsor,2025-10-16T15:20:00.000Z,2025-10-16T15:30:00.000Z,TBD,General,All,AI|sponsored|data|day2,,2025-09-11T17:52:49.366Z,2025-09-11T17:52:49.366Z
cmffpi11z00bh3z7gkx7yno45,Analytics in Claims: Leveraging Data and AI to Transform Your Claims Process Presented by WTW IC&T,Alena KharkavetsAmericas Claims Leader - WTW IC&T | Session Sponsor | AI Recommended,2025-10-16T15:25:00.000Z,2025-10-16T15:45:00.000Z,Mandalay Bay Ballroom HData & Analytics Track,AI Track,All,AI|sponsored|claims|data|analytics|recommended|day2,,2025-09-11T17:52:49.368Z,2025-09-11T17:52:49.368Z
cmffpi12400bi3z7giulx07rx,From Claims to Care: Transforming the Role of Life Insurance in the Workplace,"ITC Life, Health & Benefits Stage (Expo Floor)ITC Life, Health & BenefitsShow more",2025-10-16T15:35:00.000Z,2025-10-16T16:05:00.000Z,TBD,Claims,All,claims|day2,,2025-09-11T17:52:49.372Z,2025-09-11T17:52:49.372Z
cmffpi12e00bj3z7g6lb7anm8,How AI Governance Has Become a Key Differentiator and Strategic Enabler for Insurance Carriers and Vendors Presented by Monitaur,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor | Monitaur,2025-10-16T15:35:00.000Z,2025-10-16T15:45:00.000Z,TBD,General,All,AI|sponsored|day2,,2025-09-11T17:52:49.382Z,2025-09-11T17:52:49.382Z
cmffpi12g00bk3z7gwcg6b08t,Session Presented by Solvd,Session Sponsor | Solvd,2025-10-16T15:35:00.000Z,2025-10-16T15:55:00.000Z,Mandalay Bay Ballroom IClaims Track,General,All,sponsored|claims|day2,,2025-09-11T17:52:49.384Z,2025-09-11T17:52:49.384Z
cmffpi12k00bm3z7g6bezifg7,Demo: GitLab,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor | GitLab,2025-10-16T15:50:00.000Z,2025-10-16T16:00:00.000Z,TBD,General,All,sponsored|day2,,2025-09-11T17:52:49.388Z,2025-09-11T17:52:49.388Z
cmffpi12h00bl3z7gb8mpwbj5,"Building Smarter, Moving Faster: The ManyPets Approach to Data and AI","Join us for Building Smarter, Moving Faster: The ManyPets Approach to Data and AI",2025-10-16T15:50:00.000Z,2025-10-16T16:10:00.000Z,Mandalay Bay Ballroom HData & Analytics Track,Data & Analytics,All,AI|data|analytics|day2,,2025-09-11T17:52:49.385Z,2025-09-11T17:52:49.385Z
cmffpi12m00bn3z7g0ic9j4bc,"Two Worlds, One Vision: How Life and P&C Giants Are Redefining Insurance Through Modern Architecture","Join us for Two Worlds, One Vision: How Life and P&C Giants Are Redefining Insurance Through Modern Architecture",2025-10-16T15:50:00.000Z,2025-10-16T16:15:00.000Z,Mandalay Bay Ballroom LInnovation in Action Track,General,All,day2,,2025-09-11T17:52:49.391Z,2025-09-11T17:52:49.391Z
cmffpi12o00bo3z7gt6hyh634,"Back-End, Front Impact: Modernizing the Infrastructure Behind Claims Presented by Vitesse",Session Sponsor | Vitesse,2025-10-16T16:00:00.000Z,2025-10-16T16:20:00.000Z,Mandalay Bay Ballroom IClaims Track,Claims,All,sponsored|claims|day2,,2025-09-11T17:52:49.393Z,2025-09-11T17:52:49.393Z
cmffpi12r00bp3z7g36evtbzb,Lunch Sponsored by isolved (Day 2),Session Sponsor | isolved,2025-10-16T16:00:00.000Z,2025-10-16T17:30:00.000Z,TBD,Networking,All,meal|sponsored|day2,,2025-09-11T17:52:49.395Z,2025-09-11T17:52:49.395Z
cmffpi12s00bq3z7gf05g0y15,Beyond the Hype: Real-World Blockchain Applications Transforming Insurance,Join us for Beyond the Hype: Real-World Blockchain Applications Transforming Insurance,2025-10-16T16:10:00.000Z,2025-10-16T16:30:00.000Z,Mandalay Bay Ballroom LInnovation in Action Track,General,All,day2,,2025-09-11T17:52:49.397Z,2025-09-11T17:52:49.397Z
cmffpi13b00bv3z7g83qm9adx,Smarter. Faster. Connected: Unlocking the Power of End-to-End Pricing Presented by Akur8,Session Sponsor | Akur8,2025-10-16T16:30:00.000Z,2025-10-16T18:00:00.000Z,Reef Ballroom BCEFLunch Seminar,General,All,meal|sponsored|day2,,2025-09-11T17:52:49.415Z,2025-09-11T17:52:49.415Z
cmffpi12w00bt3z7g1i7f4j36,Black Leadership Meet-Up Sponsored by Northwestern Mutual Accelerator Powered by gener8tor,Session Sponsor | gener8tor,2025-10-16T16:30:00.000Z,2025-10-16T17:30:00.000Z,ITC Community Center (Expo Floor)ITC Community Meet-Ups,General,All,sponsored|day2,,2025-09-11T17:52:49.401Z,2025-09-11T17:52:49.401Z
cmffpi12v00bs3z7gseopjhai,Beyond the Hype: Realizing Value with Agentic AI in Insurance Presented by Quantiphi,Session Sponsor,2025-10-16T16:30:00.000Z,2025-10-16T18:00:00.000Z,Breakers Ballroom CDLunch Seminar,General,All,AI|meal|sponsored|agents|day2,,2025-09-11T17:52:49.399Z,2025-09-11T17:52:49.399Z
cmffpi12z00bu3z7gvbg56kmt,"Making AI Work in Insurance: Practical Impact, Lessons Learned from IBM’s $3B in AI Savings Presented by IBM",Session Sponsor,2025-10-16T16:30:00.000Z,2025-10-16T18:00:00.000Z,Mandalay Bay Ballroom DLunch Seminar,General,All,AI|meal|sponsored|day2,,2025-09-11T17:52:49.403Z,2025-09-11T17:52:49.403Z
cmffpi12t00br3z7gat68mev7,AI Unleashed: Tech Titans Talk How Agentic AI Is Revolutionizing Insurance Presented by DXC,"Chad HershHead of Worldwide Market Development, Life Insurance Industry - AWS | Session Sponsor",2025-10-16T16:30:00.000Z,2025-10-16T18:00:00.000Z,Lagoon Ballroom CDIJLunch Seminar,General,All,AI|meal|sponsored|agents|day2,,2025-09-11T17:52:49.398Z,2025-09-11T17:52:49.398Z
cmffpi13h00bx3z7g6pj03i49,LATAM Town Square Takeover: AIP Breaking News,ITC LATAM Town Square (Expo Floor)ITC Community Meet-Ups,2025-10-16T17:00:00.000Z,2025-10-16T18:00:00.000Z,TBD,General,All,LATAM|day2,,2025-09-11T17:52:49.422Z,2025-09-11T17:52:49.422Z
cmffpi13d00bw3z7gcxg806fi,Distribution Town Square Takeover: Reboot Embedded- Recharge Your Payments Process with AndDone & IPFS,"Distribution, Sales, Marketing Town Square (Expo Floor)ITC Community Meet-UpsShow more | Session Sponsor",2025-10-16T17:00:00.000Z,2025-10-16T18:00:00.000Z,TBD,General,All,sponsored|distribution|day2,,2025-09-11T17:52:49.417Z,2025-09-11T17:52:49.417Z
cmffpi13s00c33z7gu47ni56u,"NatCat Property's New Rules for 2026: Operations-First AI, Real Results Presented by ResiQuant",Session Sponsor | ResiQuant,2025-10-16T18:00:00.000Z,2025-10-16T18:20:00.000Z,Mandalay Bay Ballroom JSpecialty & Commercial Insurance Track,General,All,sponsored|day2,,2025-09-11T17:52:49.432Z,2025-09-11T17:52:49.432Z
cmffpi13x00c63z7g01ccv42w,Why Insurance CX Fails Presented by Reltio,Session Sponsor | RELTIO,2025-10-16T18:00:00.000Z,2025-10-16T18:35:00.000Z,Mandalay Bay Ballroom HData & Analytics Track,General,All,sponsored|data|analytics|day2,,2025-09-11T17:52:49.437Z,2025-09-11T17:52:49.437Z
cmffpi13v00c53z7ghqhdqo9e,Why Deep Expertise Matters More Than Ever in Claims Innovation,Join us for Why Deep Expertise Matters More Than Ever in Claims Innovation,2025-10-16T18:00:00.000Z,2025-10-16T18:15:00.000Z,Mandalay Bay Ballroom IClaims Track,Claims,All,claims|day2,,2025-09-11T17:52:49.435Z,2025-09-11T17:52:49.435Z
cmffpi13t00c43z7g15zri5us,"The Future of Producer Licensing: Innovation, Uniformity, and What's Next with NIPR and RegEd","ITC Life, Health & Benefits Stage (Expo Floor)ITC Life, Health & Benefits | Session Sponsor",2025-10-16T18:00:00.000Z,2025-10-16T18:35:00.000Z,TBD,General,All,sponsored|day2,,2025-09-11T17:52:49.434Z,2025-09-11T17:52:49.434Z
cmffpi13o00c13z7gtvynjglc,"Insurance, Rebuilt: How Distribution Strategy Drives Product Innovation Presented by Tint","Distribution, Sales & Marketing Stage (Expo Floor)Distribution Track | Session Sponsor | Tint",2025-10-16T18:00:00.000Z,2025-10-16T18:20:00.000Z,TBD,General,All,sponsored|distribution|day2,,2025-09-11T17:52:49.428Z,2025-09-11T17:52:49.428Z
cmffpi13q00c23z7g6a5x2cl7,LATAM Town Square Takeover: Brazil Meetup,ITC LATAM Town Square (Expo Floor)ITC Community Meet-Ups,2025-10-16T18:00:00.000Z,2025-10-16T18:30:00.000Z,TBD,General,All,LATAM|day2,,2025-09-11T17:52:49.431Z,2025-09-11T17:52:49.431Z
cmffpi13i00by3z7gu9yswkhr,"Be Honest, Are You Really Ready for AI? Presented by EOX Vantage",Innovation Alley (Expo Floor)Innovation & Solutions Stage | Session Sponsor,2025-10-16T18:00:00.000Z,2025-10-16T18:10:00.000Z,TBD,General,All,sponsored|day2,,2025-09-11T17:52:49.423Z,2025-09-11T17:52:49.423Z
cmffpi13k00bz3z7gmqzvxw9u,Deploying Analytics at Scale Presented by WTW IC&T,Farah IsmailAmericas Commercial Lines Leader - WTW IC&T | Session Sponsor,2025-10-16T18:00:00.000Z,2025-10-16T18:20:00.000Z,Mandalay Bay Ballroom LInnovation in Action Track,General,All,sponsored|analytics|day2,,2025-09-11T17:52:49.425Z,2025-09-11T17:52:49.425Z
cmffpi13m00c03z7g8gcihze6,Disrupt or Be Disrupted: Unleash AI to Transform Customer Experience in Insurance with ServiceNow,Session Sponsor | ServiceNow,2025-10-16T18:00:00.000Z,2025-10-16T18:20:00.000Z,"Mandalay Bay Ballroom KCustomer Experience, Retention & Acquisition Track",General,All,AI|sponsored|day2,,2025-09-11T17:52:49.426Z,2025-09-11T17:52:49.426Z
cmffpi14100c73z7g1s250pca,Convr AI Delivers New Underwriting Workbench Efficiencies with Agentic AI,Innovation Alley (Expo Floor)Innovation & Solutions Stage | Harish NeelamanaCo-Founder and President - Convr | Session Sponsor | Convr,2025-10-16T18:15:00.000Z,2025-10-16T18:25:00.000Z,TBD,General,All,AI|sponsored|agents|underwriting|day2,,2025-09-11T17:52:49.442Z,2025-09-11T17:52:49.442Z
cmffpi14i00cb3z7g2858vq5n,Piece of Mind in Your Pocket: The End-To-End Digital Insurance Broker Taking Over Europe,"Distribution, Sales & Marketing Stage (Expo Floor)Distribution Track",2025-10-16T18:25:00.000Z,2025-10-16T18:45:00.000Z,TBD,Brokers,All,brokers|distribution|day2,,2025-09-11T17:52:49.458Z,2025-09-11T17:52:49.458Z
cmffpi14b00ca3z7gu3u4oqmb,More Than Insurance: How Hagerty Built a Passion-Powered Automotive Ecosystem Presented by Duck Creek,Session Sponsor,2025-10-16T18:25:00.000Z,2025-10-16T19:00:00.000Z,Mandalay Bay Ballroom LInnovation in Action Track,General,All,sponsored|day2,,2025-09-11T17:52:49.451Z,2025-09-11T17:52:49.451Z
